Bezeichnung;Value for threshold delta;principles_fulfilled
CATEGORIZER mit Epsilon=0.00010;0.24490;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24500;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24510;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24520;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24530;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24540;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24550;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24560;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24570;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24580;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24590;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24600;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24610;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24620;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24630;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24640;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24650;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24660;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24670;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24680;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24690;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24700;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24710;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24720;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24730;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24740;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24750;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24760;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24770;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24780;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24790;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24800;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24810;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24820;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24830;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24840;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24850;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24860;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24870;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24880;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24890;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24900;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24910;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24920;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24930;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24940;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24950;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24960;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24970;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24980;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.24990;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25000;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25010;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25020;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25030;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25040;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25050;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25060;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25070;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25080;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25090;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25100;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25110;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25120;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25130;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25140;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25150;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25160;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25170;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25180;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25190;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25200;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25210;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25220;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25230;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25240;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25250;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25260;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25270;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25280;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25290;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25300;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25310;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25320;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25330;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25340;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25350;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25360;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25370;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25380;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25390;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25400;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25410;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25420;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25430;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25440;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25450;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25460;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25470;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25480;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25490;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25500;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25510;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25520;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25530;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25540;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25550;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25560;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25570;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25580;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25590;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25600;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25610;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25620;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25630;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25640;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25650;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25660;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25670;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25680;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25690;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25700;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25710;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25720;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25730;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25740;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25750;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25760;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25770;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25780;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25790;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25800;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25810;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25820;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25830;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25840;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25850;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25860;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25870;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25880;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25890;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25900;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25910;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25920;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25930;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25940;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25950;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25960;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25970;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25980;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.25990;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26000;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26010;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26020;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26030;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26040;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26050;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26060;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26070;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26080;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26090;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26100;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26110;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26120;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26130;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26140;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26150;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26160;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26170;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26180;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26190;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26200;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26210;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26220;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26230;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26240;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26250;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26260;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26270;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26280;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26290;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26300;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26310;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26320;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26330;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26340;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26350;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26360;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26370;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26380;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26390;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26400;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26410;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26420;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26430;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26440;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26450;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26460;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26470;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26480;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26490;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26500;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26510;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26520;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26530;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26540;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26550;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26560;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26570;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26580;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26590;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26600;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26610;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26620;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26630;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26640;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26650;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26660;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26670;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26680;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26690;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26700;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26710;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26720;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26730;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26740;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26750;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26760;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26770;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26780;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26790;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26800;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26810;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26820;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26830;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26840;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26850;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26860;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26870;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26880;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26890;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26900;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26910;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26920;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26930;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26940;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26950;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26960;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26970;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26980;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.26990;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27000;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27010;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27020;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27030;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27040;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27050;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27060;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27070;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27080;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27090;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27100;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27110;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27120;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27130;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27140;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27150;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27160;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27170;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27180;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27190;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27200;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27210;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27220;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27230;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27240;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27250;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27260;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27270;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27280;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27290;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27300;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27310;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27320;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27330;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27340;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27350;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27360;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27370;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27380;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27390;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27400;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27410;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27420;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27430;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27440;{I-Maximality / CF-Reinstatement}
CATEGORIZER mit Epsilon=0.00010;0.27450;{I-Maximality / CF-Reinstatement}
